2017,1,8,23,0,0,,,,,,,,,,,,,0.899
2017,1,9,0,0,0,,,,,,,,,,,,,0.898
2017,1,13,14,0,0,,,,,,,,,,,,,0.85
2017,2,13,12,0,0,,,,,,,,,,,,,0.775
2017,2,13,13,0,0,,,,,,,,,,,,,0.773
2017,2,13,18,0,0,,,,,,,,,,,,,0.774
2017,2,13,19,0,0,,,,,,,,,,,,,0.773
2017,2,13,20,0,0,,,,,,,,,,,,,0.773
2017,2,13,21,0,0,,,,,,,,,,,,,0.772
2017,2,13,22,0,0,,,,,,,,,,,,,0.769
2017,2,13,23,0,0,,,,,,,,,,,,,0.768
2017,2,14,0,0,0,,,,,,,,,,,,,0.767
2017,2,14,1,0,0,,,,,,,,,,,,,0.767
2017,2,14,2,0,0,,,,,,,,,,,,,0.768
2017,2,14,3,0,0,,,,,,,,,,,,,0.77
2017,2,14,4,0,0,,,,,,,,,,,,,0.77
2017,2,14,5,0,0,,,,,,,,,,,,,0.77
2017,2,14,6,0,0,,,,,,,,,,,,,
2017,6,8,5,0,0,,,0,2.083,,,,,,,,,
2017,6,8,6,0,0,,,0,2.081,,,,,,,,,
2017,6,8,7,0,0,,,0,2.076,,,,,,,,,
2017,6,8,8,0,0,,,0,2.078,,,,,,,,,
2017,6,8,9,0,0,,,0,2.071,,,,,,,,,
2017,6,8,10,0,0,,,0,2.095,,,,,,,,,
2017,6,8,11,0,0,,,0,2.094,,,,,,,,,
2017,6,8,12,0,0,,,0,2.095,,,,,,,,,
2017,6,8,13,0,0,,,0,2.092,,,,,,,,,
2017,6,8,14,0,0,,,0,2.104,,,,,,,,,
2017,6,8,15,0,0,,,0,2.104,,,,,,,,,
2017,6,8,16,0,0,,,0,2.118,,,,,,,,,
2017,6,8,17,0,0,,,0,2.132,,,,,,,,,
2017,6,8,18,0,0,,,0,2.141,,,,,,,,,
2017,6,8,19,0,0,,,0,2.149,,,,,,,,,
2017,6,8,20,0,0,,,0,2.14,,,,,,,,,
2017,6,8,21,0,0,,,0,2.136,,,,,,,,,
2017,6,8,22,0,0,,,0,2.121,,,,,,,,,
2017,6,8,23,0,0,,,0,2.115,,,,,,,,,
2017,6,9,0,0,0,,,0,2.1,,,,,,,,,
2017,6,9,1,0,0,,,0,2.083,,,,,,,,,
2017,6,9,2,0,0,,,0,2.069,,,,,,,,,
2017,6,9,3,0,0,,,0,2.058,,,,,,,,,
2017,6,9,4,0,0,,,0,2.048,,,,,,,,,
2017,6,9,5,0,0,,,0,2.031,,,,,,,,,
2017,6,9,6,0,0,,,0,2.037,,,,,,,,,
2017,6,9,7,0,0,,,0,2.036,,,,,,,,,
2017,6,9,8,0,0,,,0,2.052,,,,,,,,,
2017,6,9,9,0,0,,,0,2.033,,,,,,,,,
2017,6,9,10,0,0,,,0,2.043,,,,,,,,,
2017,6,9,11,0,0,,,0,2.045,,,,,,,,,
2017,6,9,12,0,0,,,0,2.041,,,,,,,,,
2017,6,9,13,0,0,,,0,2.051,,,,,,,,,
2017,6,9,14,0,0,,,0,2.044,,,,,,,,,
2017,6,9,15,0,0,,,0,2.096,,,,,,,,,
2017,6,9,16,0,0,,,0,2.119,,,,,,,,,
2017,6,9,17,0,0,,,0,2.175,,,,,,,,,
2017,6,9,18,0,0,,,0,2.177,,,,,,,,,
2017,6,9,19,0,0,,,0,2.182,,,,,,,,,
2017,6,9,20,0,0,,,0,2.186,,,,,,,,,
2017,6,9,21,0,0,,,0,2.179,,,,,,,,,
2017,6,9,22,0,0,,,0,2.168,,,,,,,,,
2017,6,9,23,0,0,,,0,2.162,,,,,,,,,
2017,6,10,0,0,0,,,0,2.147,,,,,,,,,
2017,6,10,1,0,0,,,0,2.126,,,,,,,,,
2017,6,10,2,0,0,,,0,2.123,,,,,,,,,
2017,6,10,3,0,0,,,0,2.103,,,,,,,,,
2017,6,10,4,0,0,,,0,2.09,,,,,,,,,
2017,6,10,5,0,0,,,0,2.078,,,,,,,,,
2017,6,10,6,0,0,,,0,2.066,,,,,,,,,
2017,6,10,7,0,0,,,0,2.06,,,,,,,,,
2017,6,10,8,0,0,,,0,2.05,,,,,,,,,
2017,6,10,9,0,0,,,0,2.052,,,,,,,,,
2017,6,10,10,0,0,,,0,2.056,,,,,,,,,
2017,6,10,11,0,0,,,0,2.061,,,,,,,,,
2017,6,10,12,0,0,,,0,2.053,,,,,,,,,
2017,6,10,13,0,0,,,0,2.061,,,,,,,,,
2017,6,10,14,0,0,,,0,2.065,,,,,,,,,
2017,6,10,15,0,0,,,0,2.082,,,,,,,,,
2017,6,10,16,0,0,,,0,2.125,,,,,,,,,
2017,6,10,17,0,0,,,0,2.158,,,,,,,,,
2017,6,10,18,0,0,,,0,2.174,,,,,,,,,
2017,6,10,19,0,0,,,0,2.178,,,,,,,,,
2017,6,10,20,0,0,,,0,2.172,,,,,,,,,
2017,6,10,21,0,0,,,0,2.166,,,,,,,,,
2017,6,10,22,0,0,,,0,2.16,,,,,,,,,
2017,6,10,23,0,0,,,0,2.149,,,,,,,,,
2017,6,11,0,0,0,,,0,2.126,,,,,,,,,
2017,6,11,1,0,0,,,0,2.12,,,,,,,,,
2017,6,11,2,0,0,,,0,2.114,,,,,,,,,
2017,6,11,3,0,0,,,0,2.094,,,,,,,,,
2017,6,11,4,0,0,,,0,2.075,,,,,,,,,
2017,6,11,5,0,0,,,0,2.066,,,,,,,,,
2017,6,11,6,0,0,,,0,2.069,,,,,,,,,
2017,6,12,16,0,0,,,0,2.079,,,,,,,,,
2017,6,12,17,0,0,,,0,2.104,,,,,,,,,
2017,6,12,18,0,0,,,0,2.121,,,,,,,,,
2017,6,12,19,0,0,,,0,2.145,,,,,,,,,
2017,6,12,20,0,0,,,0,2.159,,,,,,,,,
2017,6,12,21,0,0,,,0,2.153,,,,,,,,,
2017,6,12,22,0,0,,,0,2.139,,,,,,,,,
2017,6,12,23,0,0,,,0,2.123,,,,,,,,,
2017,6,13,0,0,0,,,0,2.122,,,,,,,,,
2017,6,13,1,0,0,,,0,2.097,,,,,,,,,
2017,6,13,2,0,0,,,0,2.077,,,,,,,,,
2017,6,13,3,0,0,,,0,2.068,,,,,,,,,
2017,6,13,4,0,0,,,0,2.048,,,,,,,,,
2017,6,13,5,0,0,,,0,2.036,,,,,,,,,
2017,6,13,15,0,0,,,0,2.054,,,,,,,,,
2017,6,13,16,0,0,,,0,2.081,,,,,,,,,
2017,6,13,17,0,0,,,0,2.115,,,,,,,,,
2017,6,13,18,0,0,,,0,2.128,,,,,,,,,
2017,6,13,19,0,0,,,0,2.127,,,,,,,,,
2017,6,13,20,0,0,,,0,2.124,,,,,,,,,
2017,6,13,21,0,0,,,0,2.121,,,,,,,,,
2017,6,13,22,0,0,,,0,2.116,,,,,,,,,
2017,6,13,23,0,0,,,0,2.103,,,,,,,,,
2017,6,14,0,0,0,,,0,2.081,,,,,,,,,
2017,6,14,1,0,0,,,0,2.078,,,,,,,,,
2017,6,14,2,0,0,,,0,2.068,,,,,,,,,
2017,6,14,3,0,0,,,0,2.048,,,,,,,,,
2017,6,14,4,0,0,,,0,2.035,,,,,,,,,
2017,6,14,5,0,0,,,0,2.017,,,,,,,,,
2017,6,14,6,0,0,,,0,2.005,,,,,,,,,
2017,6,14,7,0,0,,,0,1.995,,,,,,,,,
2017,6,14,8,0,0,,,,,,,,,,,,,
2017,6,14,9,0,0,,,0,2.013,,,,,,,,,
2017,6,14,10,0,0,,,0,2.011,,,,,,,,,
2017,6,14,11,0,0,,,0,2.017,,,,,,,,,
2017,6,14,12,0,0,,,0,2.023,,,,,,,,,
2017,6,14,13,0,0,,,0,2.029,,,,,,,,,
2017,6,14,14,0,0,,,0,2.048,,,,,,,,,
2017,6,14,15,0,0,,,0,2.081,,,,,,0,,,
2017,6,14,16,0,0,,,0,2.141,,,,,,0,,,
2017,6,14,17,0,0,,,0,2.18,,,,,,,,,
2017,6,14,18,0,0,,,0,2.202,,,,0,3.302,,,,
2017,6,14,19,0,0,0,,0,2.209,,,,0,3.293,,,,
2017,6,14,20,0,0,0,3.926,0,2.202,,,,0,3.295,,0,1.842,
2017,6,14,21,0,0,0,3.942,0,2.196,,0,1.513,0,3.282,,0,1.838,
2017,6,14,22,0,0,0,3.949,0,2.184,,0,1.505,0,3.259,,0,1.834,
2017,6,14,23,0,0,0,3.961,0,2.175,,0,1.501,0,3.256,,0.2,1.829,
2017,6,15,0,0,0,0,3.989,0,2.234,,0,1.499,0,3.236,,0.8,1.829,
2017,6,15,1,0,0,0,4.011,0,2.245,,0,1.505,0,3.22,,0,1.825,
2017,6,15,2,0,0,0,4.055,0,2.202,,0,1.507,0,3.209,,0,1.822,
2017,6,15,3,0,0,0,4.082,0,2.162,,0,1.516,0,3.194,,0,1.82,
2017,6,15,4,0,0,0,4.108,0,2.152,,0,1.525,0,3.197,,0,1.815,
2017,6,15,5,0,0,0,4.125,0,2.138,,0,1.549,0,3.207,,0,1.817,
2017,6,15,6,0,0,0,4.135,0,2.119,,0,1.573,0,3.232,,0,1.831,
2017,6,15,7,0,0,0,4.143,0,2.096,,0,1.598,0,3.254,,0,1.859,
2017,6,15,8,0,0,0,4.148,0,2.094,,0,1.573,0,3.295,0,0,1.862,
2017,6,15,9,0,0,0,4.163,0,2.101,,0,1.581,0,3.308,0,0,1.867,
2017,6,15,10,0,0,0,4.177,0,2.107,,0,1.583,0,3.329,0,0,1.868,
2017,6,15,11,0,0,0,4.182,0,2.111,,0,1.581,0,3.344,0,0.2,1.87,
2017,6,15,12,0,0,0,4.176,0,2.107,,0,1.569,0,3.356,0,0,1.87,
2017,6,15,13,0,0,0,4.152,0,2.122,,0,1.564,0,3.365,0,0,1.866,
2017,6,15,14,0,0,0,4.146,0,2.146,,0,1.558,0,3.37,0,0,1.863,
2017,6,15,15,0,0,0,4.133,0,2.176,,0,1.556,0,3.375,0,0,1.863,
2017,6,15,16,0,0,0,4.116,0,2.202,,0.6,1.538,0,3.357,0,0,1.864,
2017,6,15,17,0,0,0,4.111,0,2.202,,0.4,1.534,0,3.36,0,0,1.855,
2017,6,15,18,0,0,0,4.09,0,2.208,,0,1.528,0,3.359,0,0,1.85,
2017,6,15,19,0,0,0,4.09,0,2.205,,0,1.538,0,3.33,,0,1.843,
